Discipline,InstYrType,AcadRank,CoordPattern,RBISuse
1,2,2,2121,2
1,2,1,2121,2
1,2, ,2121, 
1,2,1,2121,1
1,2,1,2121,1
1,2,2,2121,1
1,2, ,2121, 
1,2,1,2121,1
1,2,3,2121,2
1,2,3,2121,2
1,2,4,2121,1
1,2,1,2121,1
1,2,2,2121,1
1,2,1,2121,1
1,2,3,2121,2
1,2,2,2121,2
1,2,3,2121,1
1,2,4,2121, 
1,2,4,2121,2
1,2, ,2121, 
1,2,2,2121,1
1,2,3,2121, 
1,2, ,2121, 
1,2,4,2121,2
1,2,2,2121,2
1,2,4,2121,1
1,2,3,2121,2
1,2,4,2121,2
1,2,4,2121,1
1,2,4,2121,1
1,2,4,2121,2
1,2,1,2121,2
1,2,4,2121,2
1,2,3,2121,2
1,2,1,2121,1
1,2,2,2121,2
1,2,1,2121,2
1,2, ,2121, 
1,2,1,2121,1
1,2,2,2121,2
1,2,1,2121,1
1,2, ,2121, 
1,2, ,2121,1
1,2,1,2121,2
1,2,2,2121,2
1,2,1,2121,2
1,2, ,2121, 
1,2,3,2121,1
1,2,2,2121,2
1,2,5,2121,2
1,2,1,2121,1
1,2,3,2121, 
1,2,4,2121,2
1,2,4,2121,2
1,2,2,2121,2
1,2,2,2121,2
1,2,4,2121,2
1,2,2,2121, 
1,2,4,2121,2
1,2,3,2121,2
1,2,1,2121,2
1,2,4,2121,2
1,2, ,2121, 
1,2,2,2121,1
1,2,3,2121,1
1,2,2,2121,2
1,2,1,2121,1
1,2,3,2121,1
1,2,1,2121,2
3,1,1,2121,2
3,1,1,2121,2
3,1,3,2121,2
3,1,4,2121,2
3,1,1,2121,2
3,1, ,2121,2
3,1,1,2121,2
3,1,1,2121,1
3,1,3,2121,2
3,1,1,2121,2
3,1,2,2121,1
3,1,4,2121,2
3,1,4,2121,2
3,1,1,2121,1
3,1,1,2121,1
3,1,4,2121,2
3,1,1,2121,2
3,1,1,2121,2
3,1,1,2121,2
3,1,2,2121,2
3,1, ,2121, 
3,1,1,2121,2
3,1,1,2121,2
3,1,2,2121,1
3,1,1,2121,1
3,1, ,2121,1
3,1,1,2121,2
3,1,1,2121,2
3,1,4,2121,1
3,1,4,2121,2
3,1,2,2121, 
3,1,4,2121,2
3,1,2,2121,2
3,1,1,2121,2
3,1,1,2121,2
3,1,3,2121,2
3,1,2,2121,2
3,1,3,2121,2
3,1,1,2121,1
3,1,4,2121,1
3,1,4,2121,1
3,1,4,2121,2
3,1, ,2121,2
3,1,1,2121,2
3,1,3,2121,1
3,1,2,2121,1
3,1,1,2121,2
3,1,1,2121,1
3,1,2,2121,1
3,1,4,2121,1
3,1,1,2121,2
3,1,4,2121,2
3,1,4,2121,2
3,1, ,2121, 
3,1,1,2121,2
3,2,4,2121,2
3,2,4,2121,2
3,2,4,2121,2
3,2,1,2121,1
3,2,2,2121,2
3,2,1,2121,1
3,2,1,2121, 
3,2,1,2121,1
3,2,3,2121,2
3,2,3,2121,2
3,2,2,2121,2
3,2,1,2121,2
3,2, ,2121, 
3,2, ,2121, 
3,2,3,2121,2
3,2,2,2121,2
3,2,1,2121, 
3,2,1,2121,1
3,2,4,2121,2
3,2,1,2121,2
3,2,3,2121,1
3,2,1,2121,1
3,2,1,2121,2
3,2,1,2121,2
3,2,3,2121,2
3,2,4,2121,2
3,2,1,2121,2
3,2,1,2121,2
3,2,3,2121,1
3,2,1,2121,1
3,2,3,2121,2
3,2,1,2121,2
3,2,1,2121, 
3,2, ,2121,2
3,2,3,2121,2
3,2,1,2121,2
3,2,1,2121,1
3,2,2,2121,2
3,2,2,2121,1
3,2,3,2121,1
3,2,7,2121,1
3,2,1,2121,1
3,2,1,2121,2
3,2,1,2121,2
3,2,3,2121,2
3,2,1,2121,1
3,2,2,2121,2
3,2,2,2121,2
3,2, ,2121, 
3,2,4,2121,2
3,2,1,2121,2
3,2,1,2121,2
3,2,1,2121, 
3,2,3,2121,1
3,2,1,2121,1
3,2,5,2121,2
3,2,1,2121,2
3,2,5,2121,1
3,2,4,2121,2
3,2,2,2121,1
3,2, ,2121, 
3,2,4,2121,1
3,2,1,2121,2
3,2,2,2121,2
3,2,1,2121,1
3,2,4,2121,2
3,2,3,2121,2
3,2,2,2121,2
3,2,2,2121,2
3,2,2,2121,2
3,2,3,2121,2
3,2,2,2121,2
3,2,2,2121,2
3,2,1,2121,2
3,2,2,2121,2
3,2,1,2121,2
3,2,2,2121,2
3,2,1,2121,1
3,2,1,2121,2
3,2,4,2121, 
3,2,4,2121,2
3,2,4,2121,1
3,2, ,2121,1
3,2,2,2121,2
3,2,3,2121,1
3,2,1,2121, 
3,2,1,2121,2
3,2,2,2121,2
3,2,1,2121,2
3,2,3,2121,2
3,2,1,2121,1
3,2,3,2121,2
3,2,3,2121,2
3,2,1,2121, 
3,2,1,2121,1
3,2,2,2121,2
3,2,3,2121,2
3,2,2,2121,2
3,2,2,2121,1
3,2, ,2121,2
3,2,1,2121,2
3,2,3,2121,2
3,2,1,2121,2
3,2,1,2121,2
3,2,1,2121,2
3,2,4,2121,1
3,2, ,2121, 
3,2,2,2121,1
3,2,1,2121,2
3,2,2,2121,1
3,2,3,2121,2
3,2,2,2121,1
3,2,1,2121,1
3,2, ,2121,1
3,2,1,2121,1
3,2,1,2121,1
3,2,4,2121,2
3,2, ,2121,1
3,2,3,2121,1
3,2,3,2121,2
3,2,4,2121,2
3,2,4,2121,2
3,2,3,2121,2
3,2,3,2121,1
3,2,2,2121,2
3,2,1,2121,2
3,2,1,2121,1
3,2,1,2121,2
3,2, ,2121, 
3,2,4,2121,1
3,2,1,2121,2
3,2,3,2121,2
3,2,2,2121,1
3,2,4,2121,2
3,2,1,2121,2
3,2,1,2121,2
3,2,2,2121,2
3,2,2,2121,2
3,2,1,2121,2
3,2,2,2121,2
3,2,1,2121,2
3,2,2,2121,2
3,2,2,2121,2
3,2,2,2121,2
3,2,1,2121,2
3,2,1,2121,2
3,2,2,2121,2
3,2,1,2121,2
3,2,2,2121, 
3,2,4,2121,2
3,2,3,2121,2
3,2, ,2121, 
3,2,4,2121,1
3,2,4,2121,2
3,2,3,2121,2
3,2,3,2121,2
3,2,2,2121,2
3,2,1,2121,2
3,2, ,2121, 
3,2,2,2121,2
3,2,3,2121,2
3,2,3,2121,2
3,2,2,2121,2
3,2,4,2121,2
3,2,4,2121,2
3,2,2,2121,2
3,2,2,2121,1
3,2,2,2121,1
3,2,1,2121,2
3,2,2,2121,2
3,2,3,2121,1
3,2,1,2121,1
3,2,1,2121,2
3,2,1,2121, 
3,2,4,2121,1
3,2,2,2121,2
3,2,1,2121,2
3,2,1,2121,1
3,2,3,2121,2
3,2, ,2121, 
3,2,1,2121,2
3,2,3,2121,2
3,2,4,2121,2
3,2,1,2121,1
3,2,2,2121,2
3,2,4,2121,2
3,2,4,2121,2
3,2,1,2121,1
3,2,5,2121,2
3,2,2,2121,2
3,2,4,2121,1
3,2,3,2121,1
3,2,5,2121,1
3,2,2,2121,1
3,2,2,2121,2
3,2,1,2121, 
3,2,1,2121,1
3,2,2,2121,1
3,2,2,2121,1
3,2, ,2121, 
3,2,2,2121,2
3,2, ,2121,2
3,2,2,2121, 
3,2,1,2121,1
3,2,1,2121,1
3,2,1,2121, 
3,2,1,2121,1
3,2,4,2121,1
3,2,3,2121,2
3,2,2,2121,1
3,2,1,2121,1
3,1,4,2122,2
2,1,1,2122, 
2,1,1,2122,1
2,1,1,2122,2
2,1, ,2122, 
2,1,4,2122,1
2,1,2,2122,1
2,1,4,2122,2
2,1,4,2122,2
2,1,4,2122,1
2,1,3,2122,1
2,1,2,2122,1
2,2,1,2122,1
2,2, ,2122, 
2,2,1,2122,1
2,2,2,2122,1
2,2,1,2122,1
2,2,1,2122,1
2,2,1,2122,1
2,2,3,2122,1
2,2, ,2122,1
2,2,3,2122,2
2,2,2,2122,2
2,2,3,2122,1
2,2,1,2122,1
2,2,4,2122,1
2,2,1,2122,2
2,2,2,2122,1
2,2, ,2122, 
2,2, ,2122,2
2,2,4,2122,2
2,2,2,2122,2
2,2,2,2122,2
2,2,2,2122,1
2,2,2,2122,1
2,2,4,2122,2
2,2,2,2122,1
1,1,4,2122,1
1,1,4,2122, 
1,1,1,2122,2
1,1,4,2122,1
1,1,2,2122,2
1,1, ,2122, 
1,1, ,2122, 
1,1,4,2122,1
1,1,3,2122, 
1,1,4,2122,1
1,1,4,2122,1
1,1,1,2122,2
1,1, ,2122, 
1,1,4,2122,2
1,1, ,2122, 
1,1,1,2122,2
1,1, ,2122,1
1,1, ,2122, 
1,1,4,2122,2
1,1,4,2122,2
1,1,1,2122,2
1,2,1,2122,2
1,2,4,2122,2
1,2,2,2122,2
1,2,3,2122,1
1,2,4,2122,2
1,2,4,2122, 
1,2,4,2122,1
1,2,3,2122,2
1,2,4,2122,2
1,2,1,2122,2
1,2, ,2122,1
1,2,1,2122,2
1,2,2,2122,1
1,2,1,2122,2
1,2,3,2122,1
1,2,3,2122,1
1,2,1,2122,1
1,2,1,2122,2
1,2,1,2122,1
1,2,4,2122,2
1,2,2,2122,2
1,2,2,2122,2
1,2,2,2122,2
1,2,1,2122,2
1,2,2,2122,2
1,2,4,2122,2
1,2,3,2122,2
1,2,3,2122,1
1,2,1,2122,2
1,2,1,2122,2
1,2,3,2122,2
1,2,3,2122,2
1,2,1,2122,1
3,1,4,2122,2
3,1,1,2122,1
3,2,4,2122,2
3,2,4,2122,2
3,2,2,2122,2
3,2, ,2122, 
3,2,3,2122,1
3,2, ,2122,2
3,2,1,2122, 
3,2,2,2122,1
3,2,3,2122,2
3,2,3,2122,2
3,2,1,2122,2
3,2,4,2122, 
3,2,1,2122,2
3,2,1,2122,2
3,2,1,2122,2
3,2,1,2122,2
3,2,3,2122,1
3,2,2,2122,2
3,2,1,2122,1
3,2,3,2122,1
3,2,3,2122,1
3,2, ,2122, 
3,2,1,2122,1
3,2,1,2122,2
3,2,4,2122,2
3,2,1,2122,2
3,2,1,2122,1
3,2,1,2122,2
3,2,1,2122,2
3,2,4,2122,2
3,2,1,2122,1
3,2,3,2122,2
3,2,2,2122,2
3,2,3,2122,2
3,2,1,2122,2
3,2,4,2122,2
3,2,4,2122,2
3,2,1,2122,2
2,1,1,2221,2
2,1,1,2221, 
2,1, ,2221, 
2,1, ,2221,1
2,1,1,2221,2
2,1, ,2221, 
2,1,1,2221,2
2,1,4,2221,1
2,1,3,2221,2
2,1,4,2221, 
2,1, ,2221,2
2,1,3,2221, 
2,1,3,2221,1
2,2,1,2221,2
2,2,2,2221,2
2,2, ,2221, 
2,2,2,2221,2
2,2,1,2221,2
2,2,4,2221,2
2,2,2,2221,2
2,2,1,2221,2
2,2,3,2221, 
2,2,1,2221,1
2,2,4,2221,1
2,2,2,2221,1
2,2,5,2221,1
2,2,1,2221,2
2,2,1,2221,1
2,2, ,2221, 
2,2,3,2221,1
2,2,3,2221,2
2,2,4,2221,2
2,2,1,2221,1
2,2,2,2221,1
2,2,2,2221,1
2,2,2,2221, 
2,2, ,2221, 
2,2,3,2221,1
2,2,1,2221,1
2,2,2,2221,1
2,2,1,2221,2
2,2,1,2221,1
2,2,2,2221,2
2,2,4,2221,1
2,2,1,2221,1
1,1,3,2221,1
1,1,5,2221,2
1,1,4,2221, 
1,1,3,2221,2
1,1,2,2221,2
1,1,4,2221,1
1,1,4,2221,1
1,1,4,2221,2
1,2,4,2221,1
1,2,3,2221,2
1,2,3,2221,1
1,2,3,2221,2
1,2,1,2221,1
1,2,3,2221,2
1,2,1,2221,1
1,2,3,2221,2
1,2,1,2221,1
1,2,4,2221,2
1,2,4,2221,2
1,2,4,2221,2
1,2,1,2221, 
1,2,5,2221,1
1,2,3,2221,1
1,2,2,2221,1
1,2,1,2221,2
1,2, ,2221, 
1,2,1,2221,2
1,2, ,2221, 
1,2,3,2221,2
1,2,3,2221,2
1,2,2,2221,1
1,2,1,2221,1
1,2,1,2221,2
1,2,4,2221,1
1,2,4,2221,2
1,2,1,2221,1
1,2,4,2221,2
1,2,1,2221,2
1,2,2,2221,2
1,2,1,2221,1
1,2,1,2221,1
1,2, ,2221,1
1,2,2,2221,1
1,2,4,2221,2
1,2,2,2221,2
1,2,3,2221,2
1,2,2,2221,2
1,2,3,2221,2
1,2,1,2221,1
1,2,4,2221,1
1,2,4,2221,1
1,2,4,2221,1
1,2,2,2221,2
1,2,4,2221,2
1,2,1,2221, 
1,2,3,2221,2
1,2,4,2221,2
1,2,1,2221,1
1,2,1,2221,1
1,2, ,2221,1
1,2,1,2221,2
1,2,5,2221,2
1,2,3,2221,2
1,2,1,2221,1
1,2,1,2221,2
1,2,3,2221,2
1,2,2,2221,1
1,2,2,2221,1
1,2,1,2221,2
1,2,1,2221,1
1,2,1,2221,1
3,1, ,2221, 
3,2,2,2221,1
3,2,1,2221,2
3,2,1,2221,1
3,2,3,2221,2
3,2,4,2221,2
3,2,4,2221,2
3,2,1,2221, 
3,2,2,2221,2
3,2,2,2221,2
3,2,1,2221,1
3,2,3,2221,1
3,2,1,2221,1
3,2,4,2221,2
3,2,4,2221,2
3,2,2,2221,2
3,2,3,2221,2
3,2,3,2221,2
3,2,3,2221,2
3,2,1,2221,1
3,2,2,2221,1
3,2,2,2221,1
3,2,2,2221,2
3,2,1,2221,2
3,2,1,2221,1
3,2,1,2221,1
2,1,1,2222,2
2,1,4,2222,2
2,1,2,2222, 
2,2,1,2222,2
2,2,3,2222,1
2,2,1,2222,1
2,2,2,2222,2
2,2,4,2222, 
2,2,3,2222,1
2,2,2,2222,2
2,2,4,2222,2
2,2,4,2222,2
2,2,1,2222,1
2,2,1,2222,1
2,2,2,2222,2
2,2,2,2222,2
2,2,5,2222,1
2,2,2,2222,2
2,2,2,2222,1
2,2,1,2222,1
2,2,2,2222,2
2,2,4,2222,1
1,1,1,2222,2
1,1,3,2222,2
1,2,1,2222,1
1,2,1,2222,2
1,2,2,2222,2
1,2,2,2222,2
1,2,1,2222,1
1,2,1,2222,1
1,2,2,2222,2
1,2,1,2222,2
1,2,1,2222,2
1,2,4,2222,2
1,2,1,2222,2
1,2,1,2222, 
1,2,1,2222,2
1,2,5,2222,1
1,2,3,2222,1
1,2,1,2222,1
1,2,2,2222,1
1,2,2,2222,2
1,2,1,2222,2
1,2,2,2222,2
1,2,1,2222,1
1,2,3,2222,1
1,2,4,2222,2
1,2, ,2222,2
1,2,2,2222,2
1,2,5,2222,2
1,2,7,2222,2
1,2,2,2222,2
1,2,3,2222,1
1,2,4,2222,2
1,2,4,2222,2
1,2, ,2222, 
1,2,6,2222,1
1,2,2,2222,2
1,2,1,2222,1
1,2,2,2222,2
1,2,3,2222,1
1,2,2,2222,2
1,2,1,2222,2
1,2,1,2222,2
1,2,1,2222,1
1,2,4,2222,1
1,2,3,2222,1
1,2,4,2222,2
1,2,4,2222,2
1,2,3,2222,1
1,2,3,2222,2
1,2,2,2222,2
1,2,2,2222,2
1,2, ,2222, 
1,2,5,2222,1
1,2,2,2222,1
1,2,4,2222,1
1,2,1,2222,2
1,2,1,2222,2
1,2, ,2222, 
1,2,2,2222,2
1,2,1,2222,1
1,2,5,2222,2
1,2,2,2222,1
1,2,3,2222,1
1,2,4,2222,2
1,2,2,2222,2
3,1,1,2222,1
3,1,3,2222,2
3,2,2,2222,2
3,2,3,2222,2
3,2,1,2222,1
3,2,1,2222,1
3,2,1,2222,1
3,2,1,2222,1
3,2,4,2222,1
3,2,4,2222,2
3,2,2,2222,2
3,2,1,2222,2
3,2,1,2222,2
3,2,1,2222,2
3,2,4,2222,2
3,2,3,2222,2
3,2,1,2222, 
3,2,2,2222,2
3,2,1,2222,2
3,2,1,2222,2
3,2, ,2222, 
3,2,1,2222,2
3,2,1,2222,1
3,2,1,2222,2
3,2,4,2222,1
3,2,1,2222,1
3,2,5,2222,2
3,2,2,2222,2
3,2,1,2222,2
3,2,2,2222,1
3,2,1,2222,1
3,2,2,2222,2
3,2,2,2222,2
3,2,1,2222,2
3,2,1,2222,2
3,2,2,2222,2
3,2,2,2222,2
3,2,1,2222,2
3,2,3,2222,2
3,2,4,2222,2
3,2,3,2222,2
3,2,3,2222,2
3,2, ,2222, 
3,2,3,2222,1
3,2,3,2222,2
3,2,4,2222,2
3,2,4,2222,2
3,2,1,2222,1
3,1, ,3131,1
2,1,2,3131, 
2,1,1,3131,1
2,1,2,3131,1
2,1,2,3131,1
2,1, ,3131, 
2,1,3,3131,2
2,1, ,3131, 
2,1,4,3131,2
2,1,4,3131,1
2,1,4,3131,1
2,1,5,3131,2
2,1,4,3131,2
2,1,4,3131,1
2,1,4,3131,1
2,1,4,3131,2
2,1,3,3131,1
2,1,4,3131,1
2,1,4,3131,2
2,1,2,3131,2
2,1,1,3131,1
2,1,2,3131,2
2,1,4,3131,2
2,1,4,3131,1
2,1,4,3131,1
2,1,3,3131,1
2,1,1,3131,2
2,1,4,3131,1
2,1,4,3131,1
2,1,4,3131,1
2,1, ,3131,1
2,1,1,3131,1
2,1,3,3131,2
2,1,1,3131,2
2,1,4,3131,2
2,1,1,3131,1
2,1,4,3131,2
2,1,2,3131,2
2,1,1,3131,2
2,1,4,3131,1
2,1,4,3131,1
2,1,4,3131,1
2,1,3,3131,2
2,1, ,3131, 
2,1,3,3131,1
2,1,4,3131,1
2,1,1,3131,1
2,1, ,3131, 
2,1, ,3131, 
2,1,4,3131,1
2,2,1,3131,1
2,2,4,3131,2
2,2,4,3131,1
2,2,4,3131,1
2,2, ,3131,2
2,2, ,3131,1
2,2,4,3131,1
2,2,1,3131,1
2,2,4,3131,1
2,2,4,3131,1
2,2,4,3131,2
2,2, ,3131, 
2,2, ,3131, 
2,2,5,3131,2
2,2,5,3131,1
2,2,4,3131,1
2,2,1,3131,1
2,2,1,3131,1
2,2, ,3131, 
2,2,2,3131,2
2,2,5,3131,1
2,2, ,3131, 
2,2,3,3131,1
2,2,2,3131,1
2,2,4,3131,1
2,2,3,3131,2
2,2,2,3131,2
2,2,1,3131,2
2,2,3,3131,1
2,2,2,3131,1
2,2,3,3131,2
2,2,7,3131,2
2,2,4,3131,2
2,2, ,3131,1
2,2,2,3131,2
2,2,5,3131,1
2,2, ,3131, 
2,2,2,3131,1
2,2,4,3131, 
2,2,5,3131,1
2,2, ,3131, 
2,2,6,3131,1
2,2,2,3131,1
2,2, ,3131, 
2,2,1,3131,1
2,2,3,3131,2
2,2,1,3131,1
2,2,3,3131,2
2,2,3,3131,2
2,2, ,3131, 
2,2, ,3131,1
2,2,1,3131,2
2,2,1,3131,1
2,2,3,3131,1
2,2, ,3131,1
2,2, ,3131,1
2,2,5,3131, 
2,2,4,3131,2
2,2,1,3131,1
2,2,3,3131,1
2,2, ,3131,1
2,2,2,3131,1
2,2,4,3131,1
2,2,2,3131,1
2,2,4,3131,2
2,2,7,3131,1
2,2, ,3131, 
2,2,1,3131,1
2,2,2,3131,1
2,2, ,3131, 
2,2, ,3131,1
2,2,2,3131,1
2,2, ,3131, 
2,2,5,3131,2
2,2,7,3131, 
2,2,4,3131,1
2,2,4,3131,1
2,2, ,3131, 
2,2,4,3131,1
2,2,1,3131,2
2,2,2,3131,2
2,2,4,3131,2
2,2,3,3131,1
2,2,4,3131,1
2,2,3,3131,2
2,2,2,3131,2
2,2,4,3131,2
2,2,4,3131,1
2,2,4,3131,1
2,2,2,3131,1
2,2,1,3131,1
2,2,7,3131,2
2,2,6,3131, 
2,2,4,3131,1
2,2,2,3131,2
2,2, ,3131,1
2,2,4,3131,1
2,2, ,3131, 
2,2,3,3131, 
2,2, ,3131, 
2,2, ,3131, 
2,2,4,3131,1
2,2,4,3131,1
2,2,5,3131,2
2,2,4,3131,1
2,2,4,3131,1
2,2,4,3131,2
2,2,2,3131,2
2,2,3,3131,1
2,2,1,3131, 
2,2,7,3131,1
2,2, ,3131,1
2,2,1,3131,1
2,2,1,3131,1
2,2,4,3131,2
2,2,2,3131,2
2,2,5,3131,2
2,2,2,3131,2
1,1, ,3131, 
1,1,4,3131,1
1,1,5,3131, 
1,1, ,3131, 
1,1, ,3131, 
1,1,4,3131,1
1,1,1,3131,1
1,1,4,3131,1
1,1,3,3131,1
1,1,4,3131,1
1,1, ,3131, 
1,1, ,3131,1
1,1,4,3131,2
1,1,4,3131,2
1,1,4,3131,2
1,1,1,3131,1
1,1, ,3131, 
1,1,4,3131,1
1,1,4,3131,1
1,1,4,3131,1
1,1,4,3131,1
1,1,4,3131,2
1,1,4,3131,2
1,1,4,3131,1
1,1,3,3131,1
1,1,3,3131,1
1,1,4,3131,1
1,1,4,3131,1
1,1,4,3131,1
1,1,2,3131,1
1,1,4,3131,1
1,1,4,3131,2
1,1, ,3131, 
1,1,2,3131,1
1,2,4,3131,2
1,2,4,3131,2
1,2,3,3131,2
1,2,1,3131,2
1,2,4,3131,2
1,2,2,3131,1
1,2,2,3131,1
1,2,3,3131,2
1,2,1,3131,1
1,2,2,3131,1
1,2,1,3131,1
1,2,4,3131,2
1,2,3,3131,2
1,2,1,3131,1
1,2,2,3131,1
1,2,2,3131,1
1,2,1,3131,1
1,2,1,3131,1
1,2,5,3131,1
1,2,4,3131,1
1,2,1,3131,1
1,2,2,3131,1
1,2,4,3131,2
1,2,3,3131, 
1,2,3,3131,2
1,2,3,3131,2
1,2,1,3131,1
1,2,1,3131,2
1,2,3,3131,2
1,2,1,3131,1
3,1,4,3131,2
3,1,5,3131,2
3,1, ,3131,1
3,1,4,3131,1
3,1,4,3131,1
3,1,4,3131,1
3,1,4,3131,2
3,2,3,3131,1
3,2, ,3131,2
3,2,3,3131,1
3,2,3,3131,2
3,2,4,3131,1
3,2,1,3131,1
3,2,3,3131,2
3,2,1,3131,1
3,2,1,3131,1
3,2,3,3131,2
3,2,4,3131,2
3,2,5,3131,2
3,2,1,3131,1
3,2,3,3131,2
3,2,2,3131,1
3,2,2,3131,2
3,2,4,3131,1
3,2,3,3131,2
3,2,1,3131,2
3,2,2,3131,1
2,1, ,3231,1
2,1,4,3231,1
2,1,4,3231,1
2,2,4,3231,1
2,2,4,3231,1
2,2,6,3231,1
2,2, ,3231, 
2,2,3,3231,1
2,2,6,3231,1
2,2, ,3231, 
2,2,1,3231,1
2,2,1,3231,2
2,2,6,3231,1
2,2,4,3231,1
2,2,3,3231,1
2,2,2,3231,1
2,2,4,3231,2
2,2,5,3231,1
2,2,4,3231,1
2,2,7,3231,1
2,2,2,3231,1
2,2, ,3231, 
2,2,6,3231,2
2,2,2,3231, 
2,2,4,3231,1
2,2,2,3231,1
2,2, ,3231,1
2,2,1,3231,2
2,2,3,3231,2
2,2,4,3231,1
2,2, ,3231,1
2,2,7,3231,2
2,2,4,3231,1
2,2,3,3231,1
2,2,3,3231,2
2,2,3,3231,1
2,2,4,3231,1
2,2,4,3231,2
2,2,3,3231,2
2,2,3,3231,2
2,2,4,3231,2
2,2,4,3231,1
2,2,3,3231,1
2,2,3,3231,1
2,2,7,3231,2
2,2,7,3231,1
2,2,4,3231,1
2,2, ,3231,1
2,2,3,3231,2
2,2,4,3231,2
2,2,7,3231,1
2,2,7,3231,1
1,1, ,3231,2
1,1,4,3231,1
1,2,4,3231,2
1,2,4,3231,1
1,2,4,3231,2
1,2,4,3231,2
1,2,4,3231,1
1,2,4,3231,2
3,1, ,3231,1
3,1,4,3231,1
3,2,1,3231,1
3,2,1,3231,2
3,2,2,3231,2
3,2,4,3231,2
3,2,1,3231,2
3,2,2,3231,2
3,2,1,3231,1
2,2,1,3331,1
2,2,1,3331,1
2,2,1,3331,2
2,2, ,3331, 
2,2,7,3331,1
2,2,4,3331,1
2,2, ,3331, 
2,2,4,3331,1
2,2,4,3331,1
2,2,6,3331,1
2,2,3,3331,2
2,2,1,3331,1
2,2,4,3331, 
2,2,6,3331,1
2,2,3,3331,2
2,2,3,3331,2
2,2,6,3331,1
2,2,6,3331,2
2,2,5,3331,1
2,2, ,3331, 
2,2,3,3331,2
2,2,4,3331,1
2,2,4,3331,2
2,2, ,3331, 
2,2,1,3331,1
2,2,7,3331,1
2,2, ,3331, 
2,2, ,3331,1
2,2,7,3331,2
2,2,7,3331,1
1,1,2,3331,2
1,2,3,3331,2
1,2,2,3331,1
3,1,4,3331,1
3,2,4,3331,2
2,1,3,1112,1
2,2, ,1112, 
2,2,1,1112,2
1,1,3,1112,1
1,2,2,1112,1
3,2,2,1112,2
3,2,1,1112,1
3,2, ,1112, 
3,2,2,1112,2
2,1,1,1122,1
1,1,4,1122,2
1,2,5,1122,2
1,2, ,1122,2
3,1,1,1122,1
3,1,1,1122,1
3,1, ,1122, 
3,1,2,1122,1
3,2,4,1122,1
3,2,1,1122,2
3,2,3,1122,2
3,2,3,1122,2
3,2,1,1122,1
3,2,3,1122,2
3,2,1,1122,1
3,2,1,1122,1
3,2,4,1122,1
3,2,1,1122,2
2,1,1,1131, 
2,1,2,1131,1
2,1,1,1131,1
2,1,1,1131,1
2,1,1,1131,2
2,1,1,1131,1
2,1, ,1131,1
2,1,2,1131,1
2,1, ,1131, 
2,2,1,1131,2
2,2,1,1131,1
2,2,1,1131,1
1,1,1,1131,1
1,1,1,1131,2
1,1,1,1131,1
1,1, ,1131,1
1,1, ,1131,2
1,1,3,1131,2
1,1,4,1131,1
1,1,3,1131,2
1,1, ,1131, 
1,1,1,1131,2
1,1, ,1131,2
1,2, ,1131,1
1,2,5,1131,2
3,1,4,1131,2
3,1,4,1131,2
3,1,1,1131,2
3,1,1,1131,2
3,1,4,1131,1
3,2,4,1131,2
3,2,3,1131,2
3,2,4,1131, 
3,2,3,1131,2
3,2,3,1131,1
3,2,1,1131,2
3,2,1,1131,1
3,2,1,1131,2
3,2,2,1131,1
3,2,3,1131,2
3,2,1,1131,1
1,2,2,1132,1
3,2,3,1132,2
2,1,2,1133,1
3,2,1,1211,1
3,2,1,1211,2
3,2,5,1211,2
3,2, ,1211,2
3,2,2,1211,2
2,2,4,1212,2
1,2,3,1212,1
3,2,3,1212,1
2,1, ,1221,1
2,2,3,1221,1
2,2, ,1221, 
1,1, ,1221, 
1,2,1,1221,2
1,2,2,1221,2
3,1,1,1221,1
3,2,4,1221,2
3,2,1,1221,2
3,2,1,1221,1
3,2,3,1221,1
3,2,1,1221,2
2,2,2,1222,1
2,2,3,1222,2
1,1,1,1222,1
1,1,4,1222, 
1,1,1,1222,2
3,2,1,1222,2
3,2, ,1222,2
3,2,1,1222,2
3,2,4,1231,2
2,1,4,1232,1
1,1,4,1232,2
1,2,4,1332, 
1,1,1,1333,1
2,1,2,2112,1
2,2,5,2112,1
1,1,4,2112,2
3,2, ,2112, 
3,2,3,2112,2
3,2,4,2112,1
3,2,2,2112,1
3,2,3,2112,2
2,1,1,2131,2
2,1, ,2131,2
2,1,4,2131,1
2,1,4,2131,2
2,1,1,2131,2
2,1,4,2131,1
2,1,1,2131, 
2,1,4,2131,1
2,1, ,2131, 
2,1,4,2131,2
2,1,1,2131,2
2,1,2,2131,1
2,1,4,2131,1
2,1,2,2131,2
2,1,4,2131,1
2,1,4,2131,2
2,1, ,2131,1
2,1,4,2131,2
2,1,1,2131,1
2,1,4,2131,2
2,1,4,2131,1
2,1,1,2131,1
2,1, ,2131,1
2,1,1,2131,1
2,1,4,2131,2
2,1,1,2131,1
2,1, ,2131,1
2,2,4,2131,2
2,2, ,2131, 
2,2,4,2131,2
2,2,2,2131,1
2,2,3,2131,2
2,2,2,2131,1
2,2,4,2131,2
2,2,2,2131,2
2,2,4,2131,1
2,2,3,2131,2
1,1,4,2131,1
1,1,1,2131,1
1,1,1,2131,2
1,1,3,2131,1
1,1,3,2131,2
1,1,3,2131,2
1,1,2,2131,2
1,1,4,2131,1
1,1, ,2131, 
1,1,4,2131,1
1,1,4,2131,1
1,2,4,2131,1
1,2,1,2131,1
1,2,3,2131,2
1,2,4,2131,1
